Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
210,3/30/2026 18:39,3/30/2026 18:44,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,None / ?? ????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Social perception of the job / ???? ??????? ?? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,"??? ?? ???? ????",Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
211,3/30/2026 18:44,3/30/2026 18:47,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
212,3/30/2026 18:48,3/30/2026 18:52,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Real estate activities / ???????? ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;Transportation / ?????????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??? ??????? ???? ?? ???? ?????,Not aligned with my education / ?? ?????? ?? ???? ??????;Long hours / ????? ??? ?????,Yes
213,3/30/2026 18:49,3/30/2026 18:53,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Long hours / ????? ??? ?????,Yes
214,3/30/2026 18:50,3/30/2026 18:53,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,I have no experience / ?? ????? ????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,No,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
215,3/30/2026 18:52,3/30/2026 18:54,anonymous,,Female / ????,55 and above,Diploma / ?????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Mixed-gender work environment / ???? ??? ??????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
216,3/30/2026 19:06,3/30/2026 19:11,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Translation ,Yes,Private / ???,Manufacturing / ???????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Relevant to my experience ,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
217,3/30/2026 19:09,3/30/2026 19:14,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,None / ?? ????,None / ?? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Salary / ??????;Career growth / ????? ???????;Job stability / ????????? ???????;?????? ??????? ??? ??? ?????? ,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;?????? ??????? ??? ??? ?????? ,???,Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
218,3/30/2026 19:12,3/30/2026 19:16,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,??????,Yes,Government / ?????,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????,??,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????,Not sure / ??? ?????
219,3/30/2026 19:12,3/30/2026 19:19,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,Yes,Job stability / ????????? ???????;Salary / ??????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Limited career growth / ??? ????? ?????,???,Safety concerns / ????? ?? ???????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????;Long hours / ????? ??? ?????,No
220,3/30/2026 19:18,3/30/2026 19:25,anonymous,,Male / ???,55 and above,Diploma / ?????,????? ,No,Government / ?????,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Safety concerns / ????? ?? ???????,Yes
221,3/30/2026 19:24,3/30/2026 19:26,anonymous,,Female / ????,25-34,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Social image / ?????? ??????????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
222,3/30/2026 19:26,3/30/2026 19:30,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Long hours / ????? ??? ?????;Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,No
223,3/30/2026 19:26,3/30/2026 19:30,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Slightly dissatisfied / ??? ???? ??????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Day / ??????,No,No,No,No,Working hours / ??? ????? ?????;Salary / ??????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes ,Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,Yes
224,3/30/2026 19:29,3/30/2026 19:31,anonymous,,Female / ????,25-34,High school diploma or less / ????? ????? ?? ???,????? ,Yes,Private / ???,Manufacturing / ???????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,???,Physically demanding / ????? ????? ????,Yes
225,3/30/2026 19:32,3/30/2026 19:35,anonymous,,Male / ???,45-55 ,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Government / ?????,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,No,No,No,Yes,Salary / ??????;Job stability / ????????? ???????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????,??,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
226,3/30/2026 19:33,3/30/2026 19:35,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,????? ??????? ??????? ,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Mixed-gender work environment / ???? ??? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??? ?? ??????,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,I have no experience / ?? ????? ????
227,3/30/2026 19:44,3/30/2026 19:47,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,?????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,No,No,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ??? ???? ????,Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
228,3/30/2026 19:44,3/30/2026 19:49,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,??????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly dissatisfied / ??? ???? ????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,No,No,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,No
229,3/30/2026 19:49,3/30/2026 19:52,anonymous,,Male / ???,18-25,Bachelor’s degree / ?????????,Business Administration / ????? ?????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Day / ??????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Salary / ??????;Working hours / ??? ????? ?????;Career growth / ????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,"???? ?? ???? ????? ??? ????",Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,Not sure / ??? ?????
230,3/30/2026 19:50,3/30/2026 19:53,anonymous,,Male / ???,18-25,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,None / ?? ????,No,Yes,Yes,Yes,Work environment / ???? ?????;Career growth / ????? ???????;Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????,N/A,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????,Not sure / ??? ?????
231,3/30/2026 19:56,3/30/2026 19:59,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????,Yes
232,3/30/2026 19:55,3/30/2026 20:04,anonymous,,Male / ???,45-55 ,High school diploma or less / ????? ????? ?? ???,Business Administration / ????? ?????,Yes,Private / ???,Transportation and storage / ????? ? ???????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????,No
233,3/30/2026 20:10,3/30/2026 20:14,anonymous,,Male / ???,55 and above,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Government / ?????,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Safety concerns / ????? ?? ???????,Not sure / ??? ?????
234,3/30/2026 20:48,3/30/2026 20:52,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;Social perception of the job / ???? ??????? ?? ???????;Transportation / ?????????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????,Yes
235,3/30/2026 20:44,3/30/2026 20:54,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Career growth / ????? ???????;????????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;???? ???????,??? ????? ??? ???????? ? ???????? ????? ???? ? ????,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;??? ????? ???????,Yes
236,3/30/2026 21:03,3/30/2026 21:07,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,No,Safety concerns / ????? ?? ???????,Yes
237,3/30/2026 21:03,3/30/2026 21:09,anonymous,,Male / ???,55 and above,High school diploma or less / ????? ????? ?? ???,??????,Yes,Private / ???,??????? ?????? ?????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Lack of career growth / ??? ???? ??? ?????,Not sure / ??? ?????
238,3/30/2026 21:11,3/30/2026 21:16,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,Yes,Yes,No,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Location or transportation issues / ????? ?????????? ?? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????;Long hours / ????? ??? ?????;Lack of career growth / ??? ???? ??? ?????,Yes
239,3/30/2026 21:22,3/30/2026 21:32,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,No,Job stability / ????????? ???????;Work environment / ???? ?????;Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??? ???? ???? ????? ??? ????,Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
240,3/30/2026 21:23,3/30/2026 21:33,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,I have no experience / ?? ????? ????,Yes,Job stability / ????????? ???????;Salary / ??????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
241,3/30/2026 21:30,3/30/2026 21:34,anonymous,,Male / ???,55 and above,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Mining and quarrying / ??????? ? ??????? ???????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????,Not sure / ??? ?????
242,3/30/2026 21:27,3/30/2026 21:37,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Mathematics ,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,No,Salary / ??????;Job stability / ????????? ???????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Location or transportation issues / ????? ?????????? ?? ???? ?????,??? ??? ???? ?????? ,Long hours / ????? ??? ?????,Yes
243,3/30/2026 21:39,3/30/2026 21:43,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Mixed-gender work environment / ???? ??? ??????,??,Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
244,3/30/2026 21:45,3/30/2026 21:49,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,?? ????? ,Yes,Private / ???,?? ????? ,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Work environment / ???? ?????;Job stability / ????????? ???????;Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????,Yes
245,3/30/2026 21:49,3/30/2026 21:52,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,???,Safety concerns / ????? ?? ???????,Yes
246,3/30/2026 21:49,3/30/2026 21:53,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly dissatisfied / ??? ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Career growth / ????? ???????;Job stability / ????????? ???????;Salary / ??????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????,???... ?? ???? ?? ????? ?????,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
